"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES UNDERLYING DRS (C1)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","AS ON DATE","ACTION"
"Panacea Biotec Limited","73.59","26.41",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152221_343717_17102020110506_WEB.xml"
"Ramky Infrastructure Limited","69.83","30.17",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152223_343721_17102020111323_WEB.xml"
"Gyscoal Alloys Limited","64.88","35.12",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152224_343728_17102020111701_WEB.xml"
"Goldstone Technologies Limited","18.82","81.18",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152225_343735_17102020114009_WEB.xml"
"Thomas Cook  (India)  Limited","65.6","32.45",,"1.94","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152227_343762_17102020115212_WEB.xml"
"Tarapur Transformers Limited","44.63","55.37",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152228_343765_17102020115335_WEB.xml"
"Sagar Cements Limited","50.16","49.84",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152230_343769_17102020115627_WEB.xml"
"Autoriders Finance Limited","38.54","61.47",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152232_343795_17102020122212_WEB.xml"
"JSW Steel Limited","44.07","55.38",,"0.54","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152235_343805_17102020123259_WEB.xml"
"Indian Energy Exchange Limited","0","99.61",,"0.39","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152236_343807_17102020123506_WEB.xml"
"Viji Finance Limited","52.23","47.77",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152237_343816_17102020124500_WEB.xml"
"Star Paper Mills Limited","45.17","54.83",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152238_343828_17102020125415_WEB.xml"
"Spacenet Enterprises India Limited","18.98","81.02",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152240_343836_17102020010453_WEB.xml"
"Olectra Greentech Limited","61.31","38.69",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152242_343856_17102020012200_WEB.xml"
"Shriram Pistons & Rings Limited","47.31","52.69",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152243_343858_17102020012207_WEB.xml"
"Kshitij Polyline Limited","67.37","32.63",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152244_343862_17102020012502_WEB.xml"
"JAKHARIA FABRIC LIMITED","67.38","32.61",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152247_343864_17102020012956_WEB.xml"
"Lakshmi Vilas Bank Limited","6.8","93.2",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152248_343871_17102020013248_WEB.xml"
"V2 Retail Limited","53.62","46.38",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152250_343876_17102020013755_WEB.xml"
"Suryalakshmi Cotton Mills Limited","55.94","44.06",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152251_343878_17102020013837_WEB.xml"
"Godrej Consumer Products Limited","63.23","36.77",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152252_343880_17102020014128_WEB.xml"
"Motilal Oswal Financial Services Limited","70.32","29.68",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152255_343890_17102020015413_WEB.xml"
"Schaeffler India Limited","74.13","25.87",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152256_343894_17102020015926_WEB.xml"
"Rohit Ferro-Tech Limited","72","28",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152258_343923_17102020023332_WEB.xml"
"Gujarat Industries Power Company Limited","55.69","44.3",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152259_343929_17102020024127_WEB.xml"
"GOCL Corporation Limited","73.83","26.17",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152260_343936_17102020024546_WEB.xml"
"Sadbhav Engineering Limited","46.83","53.17",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152262_343943_17102020024732_WEB.xml"
"Gayatri Highways Limited","61.15","38.85",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152265_343952_17102020025412_WEB.xml"
"Liberty Shoes Limited","59.3","40.7",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152267_343966_17102020030242_WEB.xml"
"Satin Creditcare Network Limited","38.36","61.64",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152270_343984_17102020031854_WEB.xml"
"Modern Thread Limited","65.1","34.9",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152271_343986_17102020032123_WEB.xml"
"Venus Remedies Limited","35.89","64.11",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152272_343988_17102020032149_WEB.xml"
"Goodluck India Limited","62.88","37.12",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152275_344003_17102020034007_WEB.xml"
"Penta Gold Limited","71.71","28.29",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152276_344005_17102020034010_WEB.xml"
"Divi's Laboratories Limited","51.96","48.04",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152282_344046_17102020041624_WEB.xml"
"Kajaria Ceramics Limited","47.57","52.42",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152283_344051_17102020042531_WEB.xml"
"Astral Poly Technik Limited","55.74","44.26",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152284_344062_17102020043603_WEB.xml"
"Jindal Poly Films Limited","74.55","25.45",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152285_344098_17102020051308_WEB.xml"
"Nalwa Sons Investments Limited","55.61","44.39",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152287_344114_17102020051914_WEB.xml"
"Jindal Stainless (Hisar) Limited","57.67","42.33",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152288_344120_17102020052038_WEB.xml"
"DCM Financial Services Limited","39.5","60.5",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152289_344133_17102020052822_WEB.xml"
"Bombay Dyeing & Mfg Company Limited","53.66","46.34",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152291_344139_17102020053416_WEB.xml"
"Alicon Castalloy Limited","62.62","37.38",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152292_344148_17102020054055_WEB.xml"
"Nandani Creation Limited","63.8","36.2",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152293_344151_17102020054307_WEB.xml"
"DRS Dilip Roadlines Limited","72.12","27.88",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152294_344157_17102020054832_WEB.xml"
"Osia Hyper Retail Limited","62.99","37.01",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152295_344161_17102020055757_WEB.xml"
"Universus Photo Imagings Limited","74.55","25.45",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152296_344163_17102020060227_WEB.xml"
"Bright Solar Limited","66.96","33.04",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152297_344166_17102020060401_WEB.xml"
"Manaksia Coated Metals & Industries Limited","67.21","32.79",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152298_344168_17102020060416_WEB.xml"
"Speciality Restaurants Limited","51.2","48.8",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152299_344175_17102020061335_WEB.xml"
"BPL Limited","63.24","36.76",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152301_344187_17102020062851_WEB.xml"
"Astec LifeSciences Limited","69.96","30.04",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152302_344193_17102020064509_WEB.xml"
"Creative Peripherals and Distribution Limited","68.95","31.05",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152303_344202_17102020065030_WEB.xml"
"Bombay Burmah Trading Corporation Limited","65.93","34.07",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152305_344210_17102020070809_WEB.xml"
"AYM Syntex Limited","72.41","27.59",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152306_344227_17102020075048_WEB.xml"
"Castrol India Limited","51","49",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152307_344241_17102020084724_WEB.xml"
"Orient Green Power Company Limited","48.73","51.27",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152308_344248_17102020092404_WEB.xml"
"Spencer's Retail Limited","56.51","43.49",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152309_344250_17102020092828_WEB.xml"
"Zen Technologies Limited","58.3","41.7",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152311_344272_18102020122754_WEB.xml"
"Khandwala Securities Limited","60.6","39.39",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152312_344292_18102020124554_WEB.xml"
"Foseco India Limited","74.98","25.02",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152313_344309_18102020015022_WEB.xml"
"The Mandhana Retail Ventures Limited","28.31","71.69",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152315_344339_18102020054146_WEB.xml"
"Aarti Industries Limited","47.55","52.45",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152316_344341_18102020070853_WEB.xml"
"The Ramco Cements Limited","42.62","57.38",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152317_344348_18102020093125_WEB.xml"
"Century Enka Limited","24.8","75.2",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152318_344350_18102020095348_WEB.xml"
"Bharat Bijlee Limited","33.45","66.55",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152319_344367_19102020120036_WEB.xml"
"ITC Limited","0","100","0","0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/-"
"Madhav Marbles and Granites Limited","40.5","59.5",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152321_344369_19102020075055_WEB.xml"
"Cinevista Limited","67.61","32.39",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152322_344373_19102020080408_WEB.xml"
"Electrotherm (India) Limited","31.31","68.69",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152323_344375_19102020091757_WEB.xml"
"Kewal Kiran Clothing Limited","74.25","25.75",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152324_344377_19102020095230_WEB.xml"
"ITD Cementation India Limited","46.64","53.36",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152325_344384_19102020095952_WEB.xml"
"Amj Land Holdings Limited","61.96","38.04",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152326_344398_19102020100844_WEB.xml"
"Harita Seating Systems Limited","66.22","33.78",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152327_344405_19102020101212_WEB.xml"
"Kilitch Drugs (India) Limited","68.7","31.3",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152329_344413_19102020101721_WEB.xml"
"Nahar Poly Films Limited","70.29","29.71",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152330_344417_19102020102501_WEB.xml"
"Bhageria Industries Limited","70.48","29.52",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152331_344419_19102020102842_WEB.xml"
"ICICI Prudential Life Insurance Company Limited","73.48","26.52",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152334_344432_19102020103939_WEB.xml"
"Jindal Drilling And Industries Limited","67.19","32.81",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152335_344434_19102020103945_WEB.xml"
"Torrent Pharmaceuticals Limited","71.25","28.75",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152336_344444_19102020104545_WEB.xml"
"Nahar Industrial Enterprises Limited","68.82","31.18",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152337_344454_19102020104954_WEB.xml"
"Pitti Engineering Limited","59.28","40.72",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152338_344458_19102020105231_WEB.xml"
"IL&FS Transportation Networks Limited","73.22","26.78",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152339_344464_19102020105346_WEB.xml"
"Williamson Magor & Company Limited","62.01","37.99",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152340_344466_19102020105425_WEB.xml"
"Future Retail Limited","33.86","66.14",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152341_344468_19102020105430_WEB.xml"
"ICICI Lombard General Insurance Company Limited","51.89","48.11",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152342_344476_19102020110035_WEB.xml"
"Everest Industries Limited","50.74","49.26",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152343_344489_19102020110528_WEB.xml"
"Titagarh Wagons Limited","45.7","54.3",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152344_344497_19102020111107_WEB.xml"
"JMC Projects (India)  Limited","67.75","32.24",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152345_344501_19102020111455_WEB.xml"
"HSIL Limited","53.91","46.09",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152347_344517_19102020112419_WEB.xml"
"Tata Chemicals Limited","35.47","64.53",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152348_344519_19102020112453_WEB.xml"
"DB (International) Stock Brokers Limited","30.01","69.99",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152349_344526_19102020112728_WEB.xml"
"Shriram Transport Finance Company Limited","26.48","73.52",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152350_344531_19102020112857_WEB.xml"
"SKF India Limited","52.58","47.42",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152351_344542_19102020113314_WEB.xml"
"Sundram Fasteners Limited","49.53","50.47",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152353_344544_19102020113457_WEB.xml"
"Prabhat Dairy Limited","50.1","49.9",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152354_344551_19102020113709_WEB.xml"
"The Investment Trust Of India Limited","73.84","26.16",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152355_344555_19102020113906_WEB.xml"
"Welspun Corp Limited","48.22","51.78",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152356_344558_19102020113937_WEB.xml"
"Cubex Tubings Limited","44.42","55.58",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152357_344560_19102020114109_WEB.xml"
"Hindusthan National Glass & Industries Limited","70.73","29.27",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152358_344562_19102020114233_WEB.xml"
"Metalyst Forgings Limited","61.32","38.68",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152359_344567_19102020114303_WEB.xml"
"LT Foods Limited","56.81","43.19",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152360_344569_19102020114343_WEB.xml"
"Bhalchandram Clothing Limited","46.36","53.65",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152361_344572_19102020114516_WEB.xml"
"Gateway Distriparks Limited","32.14","67.86",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152362_344581_19102020115340_WEB.xml"
"STL Global Limited","65.52","34.48",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152363_344586_19102020115651_WEB.xml"
"TTK Prestige Limited","70.41","29.59",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152364_344591_19102020115812_WEB.xml"
"Associated Alcohols & Breweries Ltd.","58.45","41.55",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152365_344594_19102020120117_WEB.xml"
"CL Educate Limited","50.13","49.87",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152366_344600_19102020120456_WEB.xml"
"ARSS Infrastructure Projects Limited","46.7","53.3",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152367_344604_19102020120526_WEB.xml"
"DQ Entertainment (International) Limited","75","25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152368_344606_19102020120603_WEB.xml"
"Dhampur Sugar Mills Limited","49.09","50.91",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152369_344619_19102020121357_WEB.xml"
"Tree House Education & Accessories Limited","20.54","79.46",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152372_344629_19102020121933_WEB.xml"
"Nesco Limited","68.53","31.47",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152373_344632_19102020122151_WEB.xml"
"Cigniti Technologies Limited","37.44","62.56",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152374_344634_19102020122313_WEB.xml"
"Gretex Industries Limited","52.98","47.01",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152377_344648_19102020122938_WEB.xml"
"Avanti Feeds Limited","43.69","56.31",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152378_344650_19102020123000_WEB.xml"
"JK Tyre & Industries Limited","56.23","43.77",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152379_344656_19102020123359_WEB.xml"
"Tantia Constructions Limited","72.88","27.13",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152381_344670_19102020124008_WEB.xml"
"Canara Bank","78.55","21.45",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152383_344683_19102020125055_WEB.xml"
"TGB Banquets And Hotels Limited","31.71","68.29",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152384_344685_19102020125240_WEB.xml"
"BF Utilities Limited","55.99","44.01",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152386_344690_19102020125721_WEB.xml"
"Pidilite Industries Limited","70.19","29.81",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152387_344695_19102020125957_WEB.xml"
"AksharChem India Limited","62.7","37.3",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152390_344701_19102020010401_WEB.xml"
"Mangalam Timber Products Limited","37.46","62.54",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152391_344727_19102020011128_WEB.xml"
"Zensar Technologies Limited","49.23","50.77",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152392_344735_19102020011545_WEB.xml"
"Balmer Lawrie & Company Limited","0","100",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152393_344738_19102020011938_WEB.xml"
"Somany Home Innovation Limited","51.11","48.89",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152395_344741_19102020012547_WEB.xml"
"Oriental Hotels Limited","67.39","32.61",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152397_344744_19102020012644_WEB.xml"
"Keerti Knowledge and Skills Limited","60.14","39.85",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152398_344746_19102020013022_WEB.xml"
"JK Lakshmi Cement Limited","46.21","53.79",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152400_344756_19102020013347_WEB.xml"
"Sun Pharma Advanced Research Company Limited","68.46","31.54",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152402_344760_19102020013613_WEB.xml"
"MSP Steel & Power Limited","41.61","58.39",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152404_344782_19102020014746_WEB.xml"
"Shankara Building Products Limited","56.44","43.56",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152406_344790_19102020015135_WEB.xml"
"Onelife Capital Advisors Limited","74.55","25.45",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152407_344795_19102020015303_WEB.xml"
"Windsor Machines Limited","58.52","41.48",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152408_344802_19102020015706_WEB.xml"
"Kotak Mahindra Bank Limited","26.05","73.95",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152409_344808_19102020020527_WEB.xml"
"E2E Networks Limited","58.69","41.3",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152411_344812_19102020020639_WEB.xml"
"Ace Integrated Solutions Limited","73.52","26.47",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152412_344814_19102020020849_WEB.xml"
"Vivimed Labs Limited","32.79","67.21",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152414_344830_19102020021614_WEB.xml"
"Nippon Life India Asset Management Limited","75.87","24.13",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152416_344834_19102020022045_WEB.xml"
"Insecticides (India) Limited","68.89","31.11",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152418_344837_19102020022208_WEB.xml"
"Mangalam Drugs And Organics Limited","50.53","49.47",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152419_344847_19102020022936_WEB.xml"
"Finolex Industries Limited","52.47","47.18",,"0.35","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152420_344861_19102020023807_WEB.xml"
"IRB Infrastructure Developers Limited","58.01","41.98",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152421_344863_19102020023813_WEB.xml"
"Ganges Securities Limited","60.73","39.27",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152422_344868_19102020023919_WEB.xml"
"North Eastern Carrying Corporation Limited","56.66","43.34",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152423_344869_19102020023920_WEB.xml"
"Emkay Global Financial Services Limited","74.56","25.45",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152424_344871_19102020023935_WEB.xml"
"Ponni Sugars (Erode) Limited","42.36","57.64",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152425_344873_19102020024102_WEB.xml"
"Swan Energy Limited","64.89","35.11",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152426_344879_19102020024250_WEB.xml"
"Kalyani Steels Limited","64.71","35.29",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152427_344883_19102020024427_WEB.xml"
"Indowind Energy Limited","50.32","49.68",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152429_344896_19102020024956_WEB.xml"
"Kalyani Investment Company Limited","73.6","26.4",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152430_344898_19102020025100_WEB.xml"
"Maan Aluminium Limited","65.32","34.68",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152431_344900_19102020025119_WEB.xml"
"Silver Touch Technologies Limited","73.88","26.12",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152432_344906_19102020025448_WEB.xml"
"Sanghi Industries Limited","70.33","29.67",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152433_344915_19102020025853_WEB.xml"
"Geekay Wires Limited","57.62","42.37",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152435_344922_19102020030054_WEB.xml"
"Aegis Logistics Limited","58.69","41.31",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152436_344939_19102020030506_WEB.xml"
"BF Investment Limited","73.38","26.62",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152437_344940_19102020030509_WEB.xml"
"Rudrabhishek Enterprises Limited","67.88","32.13",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152438_344946_19102020030542_WEB.xml"
"Ortin Laboratories Limited","34.84","65.16",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152440_344958_19102020030703_WEB.xml"
"Bajaj Finserv Limited","60.8","39.01",,"0.19","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152441_344964_19102020030738_WEB.xml"
"Fine Organic Industries Limited","75","25",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152443_344972_19102020030904_WEB.xml"
"Tijaria Polypipes Limited","65.07","34.93",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152444_344982_19102020031027_WEB.xml"
"Hindustan Composites Limited","74.97","25.03",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152445_344987_19102020031157_WEB.xml"
"Automotive Axles Limited","71.04","28.96",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152446_344999_19102020031313_WEB.xml"
"Caplin Point Laboratories Limited","69.03","30.97",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152447_345002_19102020031437_WEB.xml"
"Balaxi Ventures Limited","72.86","27.15",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152449_345016_19102020031937_WEB.xml"
"Zee Learn Limited","37.18","62.82",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152450_345032_19102020032159_WEB.xml"
"Maral Overseas Limited","74.95","25.05",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152453_345036_19102020032322_WEB.xml"
"Ravi Kumar Distilleries Limited","23.59","76.41",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152454_345038_19102020032407_WEB.xml"
"Rajdarshan Industries Limited","63.9","36.1",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152455_345042_19102020032559_WEB.xml"
"Amtek Auto Limited","52.4","47.6",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152456_345044_19102020032626_WEB.xml"
"Excel Realty N Infra Limited","49.64","50.36",,"0","30-SEP-2020","https://archives.nseindia.com/corporate/xbrl/SHP_152458_345055_19102020032818_WEB.xml"
