"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"NOCIL","NOCIL Limited","7(2)","P. Srinivasan","Key Managerial Personnel","Equity Shares","326650","0.19",,"45000","5927468","Sell","Equity Shares","281650","0.17","03-Sep-2020","03-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","04-Sep-2020 13:27","https://archives.nseindia.com/corporate/xbrl/IT_1078339_313602_04092020012716_WEB.xml"
"ALKEM","Alkem Laboratories Limited","7(2)","Deepak Kumar Singh","Employees/Designated Employees","Equity Shares","3022625","2.53",,"10000","28420008","Sell","Equity Shares","3012625","2.52","02-Sep-2020","02-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","04-Sep-2020 13:12","https://archives.nseindia.com/corporate/xbrl/IT_1078336_313593_04092020011223_WEB.xml"
"BERGEPAINT","Berger Paints (I) Limited","7(2)","Sanjoy Bhowmick","Employees/Designated Employees","Equity Shares","16817","0",,"1700","949416","Sell","Equity Shares","15117","0","03-Sep-2020","03-Sep-2020","04-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","04-Sep-2020 13:09","https://archives.nseindia.com/corporate/xbrl/IT_1078334_313590_04092020010941_WEB.xml"
"NATCOPHARM","Natco Pharma Limited","7(2)","TUMMALA VENKAT RAO","Employees/Designated Employees","Equity Shares","53600","0.03",,"2000","1570107","Buy","Equity Shares","55600","0.03","28-Aug-2020","31-Aug-2020","03-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","04-Sep-2020 12:42","https://archives.nseindia.com/corporate/xbrl/IT_1078332_313579_04092020124215_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Akila Krishnakumar","Promoter Group","Equity Shares","436124","0.26",,"8000","9588000","Sell","Equity Shares","428124","0.26","02-Sep-2020","02-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","04-Sep-2020 12:34","https://archives.nseindia.com/corporate/xbrl/IT_1078330_313575_04092020123403_WEB.xml"
"GOCLCORP","GOCL Corporation Limited","7(2)","Hinduja Capital Ltd., Mauritius (Formerly Hinduja Power Ltd., Mauritius)","Promoters","Equity Shares","36746791","74.13",,"146000","28899240","Sell","Equity Shares","36600791","73.84","01-Sep-2020","01-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","BSE","-","04-Sep-2020 12:14","https://archives.nseindia.com/corporate/xbrl/IT_1078328_313567_04092020121418_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Siddarth Krishna Kumar","Promoter Group","Equity Shares","295081","0.18",,"11500","13532500","Sell","Equity Shares","283581","0.17","01-Sep-2020","02-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","04-Sep-2020 12:12","https://archives.nseindia.com/corporate/xbrl/IT_1078327_313564_04092020121238_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Siddarth Krishna Kumar","Promoter Group","Equity Shares","283581","0.17",,"16500","19601007","Sell","Equity Shares","267081","0.16","02-Sep-2020","02-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","BSE","-","04-Sep-2020 12:12","https://archives.nseindia.com/corporate/xbrl/IT_1078327_313564_04092020121238_WEB.xml"
"COSMOFILMS","Cosmo Films Limited","7(2)","Shailesh Verma","Employees/Designated Employees","Equity Shares","7001","0.04",,"7000","2797617","Sell","Equity Shares","1","0","03-Sep-2020","03-Sep-2020","04-Sep-2020","ESOP","-","-","0","0","0","0","NA","-","04-Sep-2020 11:56","https://archives.nseindia.com/corporate/xbrl/IT_1078325_313561_04092020115614_WEB.xml"
"COSMOFILMS","Cosmo Films Limited","7(2)","COSMO FILMS ESOP 2015 TRUST","Other","Equity Shares","485482","2.5",,"14000","5573967","Sell","Equity Shares","471482","2.43","02-Sep-2020","03-Sep-2020","04-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","04-Sep-2020 11:55","https://archives.nseindia.com/corporate/xbrl/IT_1078324_313559_04092020115508_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Krishnakumar N","Promoters","Equity Shares","5050504","3.07",,"5000","5964000","Sell","Equity Shares","5045504","3.07","02-Sep-2020","02-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","04-Sep-2020 11:36","https://archives.nseindia.com/corporate/xbrl/IT_1078320_313555_04092020113630_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Rostow Ravanan","Promoters","Equity Shares","1008436","0.61",,"100000","120501550","Sell","Equity Shares","908436","0.55","03-Sep-2020","03-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","04-Sep-2020 11:04","https://archives.nseindia.com/corporate/xbrl/IT_1078318_313551_04092020110447_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","N S Parthasarathy","Promoters","Equity Shares","1746613","1.06",,"450000","542335185","Sell","Equity Shares","1296613","0.79","03-Sep-2020","03-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","04-Sep-2020 10:43","https://archives.nseindia.com/corporate/xbrl/IT_1078316_313546_04092020104347_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Raul Raj Verma","Employees/Designated Employees","Equity Shares","38927","0",,"800","2904000","Sell","Equity Shares","38127","0","03-Sep-2020","03-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","04-Sep-2020 10:22","https://archives.nseindia.com/corporate/xbrl/IT_1078315_313543_04092020102234_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri M M Muralidharan","Employees/Designated Employees","Equity Shares","211259","0.03",,"1000","3666480","Sell","Equity Shares","210259","0.03","02-Sep-2020","02-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","04-Sep-2020 10:22","https://archives.nseindia.com/corporate/xbrl/IT_1078315_313543_04092020102234_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Raul Raj Verma","Employees/Designated Employees","Equity Shares","38302","0",,"625","478356","Buy","Equity Shares","38927","0","05-Aug-2020","05-Aug-2020","03-Sep-2020","ESOP","-","-","0","0","0","0","NA","-","04-Sep-2020 10:22","https://archives.nseindia.com/corporate/xbrl/IT_1078315_313543_04092020102234_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Atul Jain","Employees/Designated Employees","Equity Shares","44100","0",,"1500","5491500","Sell","Equity Shares","42600","0","02-Sep-2020","02-Sep-2020","02-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","04-Sep-2020 10:22","https://archives.nseindia.com/corporate/xbrl/IT_1078315_313543_04092020102234_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Atul Jain","Employees/Designated Employees","Equity Shares","42600","0",,"500","1825000","Sell","Equity Shares","42100","0","03-Sep-2020","03-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","04-Sep-2020 10:22","https://archives.nseindia.com/corporate/xbrl/IT_1078315_313543_04092020102234_WEB.xml"
"JUSTDIAL","Just Dial Limited","7(2)","V S S Mani","Promoters","Equity Shares","18261341","29.56",,"104500","39312061","Buy","Equity Shares","18365841","29.73","02-Sep-2020","02-Sep-2020","04-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","04-Sep-2020 08:28","https://archives.nseindia.com/corporate/xbrl/IT_1078313_313539_04092020082849_WEB.xml"
"BIOCON","Biocon Limited","7(2)","Hari Prasad V K","Employees/Designated Employees","Equity Shares","19200","0",,"1700","707200","Sell","Equity Shares","17500","0","03-Sep-2020","03-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","04-Sep-2020 01:01","https://archives.nseindia.com/corporate/xbrl/IT_1078311_313535_04092020010141_WEB.xml"
"PLASTIBLEN","Plastiblends India Limited","7(2)","JYOTI V. KABRA","Promoters","Equity Shares","116085","0.45",,"6139","1164884","Buy","Equity Shares","122224","0.47","26-Aug-2020","28-Aug-2020","01-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","03-Sep-2020 22:19","https://archives.nseindia.com/corporate/xbrl/IT_1078309_313521_03092020101929_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Vishwa Harshit Savla","Promoter Group","Equity Shares","246397","1.06",,"5000","13891322","Sell","Equity Shares","241397","1.04","01-Sep-2020","01-Sep-2020","01-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 21:42","https://archives.nseindia.com/corporate/xbrl/IT_1078307_313517_03092020094221_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Vishwa Harshit Savla","Promoter Group","Equity Shares","248897","1.07",,"2500","7122604","Sell","Equity Shares","246397","1.06","31-Aug-2020","31-Aug-2020","01-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 21:42","https://archives.nseindia.com/corporate/xbrl/IT_1078307_313517_03092020094221_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Vishwa Harshit Savla","Promoter Group","Equity Shares","241397","1.04",,"1000","2915388","Sell","Equity Shares","240397","1.03","02-Sep-2020","02-Sep-2020","02-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 21:42","https://archives.nseindia.com/corporate/xbrl/IT_1078307_313517_03092020094221_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Vishwa Harshit Savla","Promoter Group","Equity Shares","254897","1.09",,"6000","17622735","Sell","Equity Shares","248897","1.07","28-Aug-2020","28-Aug-2020","01-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 21:42","https://archives.nseindia.com/corporate/xbrl/IT_1078307_313517_03092020094221_WEB.xml"
"CLEDUCATE","CL Educate Limited","7(2)","Gautam Puri HUF","Promoter Group","Equity Shares","12076","0.09",,"1305","60799","Buy","Equity Shares","13381","0.1","02-Sep-2020","02-Sep-2020","03-Sep-2020","Market Purchase","-","-","0","0","0","0","BSE","-","03-Sep-2020 21:38","https://archives.nseindia.com/corporate/xbrl/IT_1078305_313514_03092020093827_WEB.xml"
"CLEDUCATE","CL Educate Limited","7(2)","Gautam Puri HUF","Promoter Group","Equity Shares","7955","0.06",,"4121","191994","Buy","Equity Shares","12076","0.09","02-Sep-2020","02-Sep-2020","03-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","03-Sep-2020 21:38","https://archives.nseindia.com/corporate/xbrl/IT_1078305_313514_03092020093827_WEB.xml"
"FRETAIL","Future Retail Limited","7(2)","Future Corporate Resources Private Limited","Promoters","Equity Shares","160734354","29.64",,"450000","69151500","Pledge Invoke","Equity Shares","160284354","29.56","01-Sep-2020","01-Sep-2020","02-Sep-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","03-Sep-2020 20:46","https://archives.nseindia.com/corporate/xbrl/IT_1078303_313508_03092020084647_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","JAYA CHANDRAKANT GOGRI","Promoter Group","Equity Shares","5800351","3.33",,"12000","12868749","Sell","Equity Shares","5788351","3.32","02-Sep-2020","02-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 20:38","https://archives.nseindia.com/corporate/xbrl/IT_1078301_313505_03092020083810_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","JAYA CHANDRAKANT GOGRI","Promoter Group","Equity Shares","5788351","3.32",,"4900","5187465","Sell","Equity Shares","5783451","3.32","03-Sep-2020","03-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 20:38","https://archives.nseindia.com/corporate/xbrl/IT_1078301_313505_03092020083810_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","JAYA CHANDRAKANT GOGRI","Promoter Group","Equity Shares","5811351","3.34",,"11000","11487583","Sell","Equity Shares","5800351","3.33","01-Sep-2020","01-Sep-2020","02-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 20:38","https://archives.nseindia.com/corporate/xbrl/IT_1078301_313505_03092020083810_WEB.xml"
"AARTIIND","Aarti Industries Limited","7(2)","JAYA CHANDRAKANT GOGRI","Promoter Group","Equity Shares","5813451","3.34",,"2100","2244232","Sell","Equity Shares","5811351","3.34","31-Aug-2020","31-Aug-2020","01-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 20:38","https://archives.nseindia.com/corporate/xbrl/IT_1078301_313505_03092020083810_WEB.xml"
"SURYAROSNI","Surya Roshni Limited","7(2)","SURYA ROSHNI EMPLOYEES WELFARE TRUST","Promoter Group","Equity Shares","452500","0.83",,"29500","5275655","Buy","Equity Shares","482000","0.89","31-Aug-2020","01-Sep-2020","02-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","03-Sep-2020 19:49","https://archives.nseindia.com/corporate/xbrl/IT_1078299_313499_03092020074954_WEB.xml"
"MPHASIS","MphasiS Limited","7(2)","Sethu seetharaman","Employees/Designated Employees","Equity Shares","Nil","0",,"3412","1827800","Buy","Equity Shares","3412","0","17-Aug-2020","17-Aug-2020","02-Sep-2020","ESOP","-","-","0","0","0","0","NA","-","03-Sep-2020 19:47","https://archives.nseindia.com/corporate/xbrl/IT_1078297_313496_03092020074758_WEB.xml"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","7(2)","THE HINDUSTAN TIMES LIMITED","Promoters","Equity Shares","58684015","14.1",,"12577","1848068","Buy","Equity Shares","58696592","14.1","02-Sep-2020","02-Sep-2020","03-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","03-Sep-2020 19:36","https://archives.nseindia.com/corporate/xbrl/IT_1078295_313493_03092020073621_WEB.xml"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","7(2)","THE HINDUSTAN TIMES LIMITED","Promoters","Equity Shares","58642773","14.09",,"41242","6059712","Buy","Equity Shares","58684015","14.1","01-Sep-2020","01-Sep-2020","03-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","03-Sep-2020 19:36","https://archives.nseindia.com/corporate/xbrl/IT_1078295_313493_03092020073621_WEB.xml"
"INFRATEL","Bharti Infratel Limited","7(2)","D S Rawat","Other","Equity Shares","118339","0.01",,"34761","2451469","Buy","Equity Shares","153100","0.01","31-Aug-2020","31-Aug-2020","02-Sep-2020","ESOP","-","-","0","0","0","0","NA","-","03-Sep-2020 19:34","https://archives.nseindia.com/corporate/xbrl/IT_1078294_313490_03092020073424_WEB.xml"
"INFRATEL","Bharti Infratel Limited","7(2)","Harvinder Pal Singh","Employees/Designated Employees","Equity Shares","Nil","0",,"14076","1070551","Buy","Equity Shares","14076","0","31-Aug-2020","31-Aug-2020","02-Sep-2020","ESOP","-","-","0","0","0","0","NA","-","03-Sep-2020 19:34","https://archives.nseindia.com/corporate/xbrl/IT_1078294_313490_03092020073424_WEB.xml"
"PEL","Piramal Enterprises Limited","7(2)","Amit Soni","Employees/Designated Employees","Equity Shares","2920","0",,"2920","3887235","Sell","Equity Shares","Nil","0","02-Sep-2020","02-Sep-2020","02-Sep-2020","ESOP","-","-","0","0","0","0","NSE","-","03-Sep-2020 18:53","https://archives.nseindia.com/corporate/xbrl/IT_1078291_313483_03092020065344_WEB.xml"
"PEL","Piramal Enterprises Limited","7(2)","Amit Soni","Employees/Designated Employees","Equity Shares","Nil","0",,"2920","3887235","Buy","Equity Shares","2920","0","02-Sep-2020","02-Sep-2020","02-Sep-2020","ESOP","-","-","0","0","0","0","NSE","-","03-Sep-2020 18:53","https://archives.nseindia.com/corporate/xbrl/IT_1078291_313483_03092020065344_WEB.xml"
"PEL","Piramal Enterprises Limited","7(2)","Piramal Welfare Trust","Promoter Group","Equity Shares","2487169","1.1",,"2920","3887235","Sell","Equity Shares","2484249","1.1","02-Sep-2020","02-Sep-2020","03-Sep-2020","ESOP","-","-","0","0","0","0","NSE","-","03-Sep-2020 18:53","https://archives.nseindia.com/corporate/xbrl/IT_1078291_313483_03092020065344_WEB.xml"
"SYNGENE","Syngene International Limited","7(2)","DHANANJAY B PATANKAR","Employees/Designated Employees","Equity Shares","24372","0.01",,"4000","1924000","Sell","Equity Shares","20372","0.01","31-Aug-2020","02-Sep-2020","02-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 18:51","https://archives.nseindia.com/corporate/xbrl/IT_1078290_313480_03092020065137_WEB.xml"
"SYNGENE","Syngene International Limited","7(2)","DHANANJAY B PATANKAR","Employees/Designated Employees","Equity Shares","20372","0.01",,"3229","1553732","Sell","Equity Shares","17143","0","31-Aug-2020","02-Sep-2020","02-Sep-2020","Market Sale","-","-","0","0","0","0","BSE","-","03-Sep-2020 18:51","https://archives.nseindia.com/corporate/xbrl/IT_1078290_313480_03092020065137_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Ambuj Chandna","Employees/Designated Employees","Equity Shares","212948","0.01",,"5000","7475018","Sell","Equity Shares","207948","0.01","31-Aug-2020","31-Aug-2020","02-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 18:32","https://archives.nseindia.com/corporate/xbrl/IT_1078287_313477_03092020063243_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","B S Sivakumar","Employees/Designated Employees","Equity Shares","109786","0.01",,"786","1119961","Sell","Equity Shares","109000","0.01","26-Aug-2020","01-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 18:32","https://archives.nseindia.com/corporate/xbrl/IT_1078287_313477_03092020063243_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Vandana Jogani","Employees/Designated Employees","Equity Shares","22325","0",,"3000","1172712","Sell","Equity Shares","19325","0","19-Aug-2020","31-Aug-2020","02-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 18:06","https://archives.nseindia.com/corporate/xbrl/IT_1078285_313471_03092020060612_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","GUNJAN TIWARI","Employees/Designated Employees","Equity Shares","7012","0",,"7012","2820000","Sell","Equity Shares","Nil","0","31-Aug-2020","31-Aug-2020","02-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 18:06","https://archives.nseindia.com/corporate/xbrl/IT_1078285_313471_03092020060612_WEB.xml"
"STARCEMENT","Star Cement Limited","7(2)","Snigdha Chamaria","Promoter Group","Equity Shares","505000","0.12",,"1000000","0","Buy","Equity Shares","1505000","0.36","29-Aug-2020","29-Aug-2020","01-Sep-2020","Gift","-","-","0","0","0","0","NA","-","03-Sep-2020 17:59","https://archives.nseindia.com/corporate/xbrl/IT_1078284_313462_03092020055901_WEB.xml"
"STARCEMENT","Star Cement Limited","7(2)","Kamakhya Chamaria","Promoter Group","Equity Shares","3755465","0.91",,"2500000","0","Sell","Equity Shares","1255465","0.3","29-Aug-2020","01-Sep-2020","01-Sep-2020","Gift","-","-","0","0","0","0","NA","-","03-Sep-2020 17:59","https://archives.nseindia.com/corporate/xbrl/IT_1078284_313462_03092020055901_WEB.xml"
"STARCEMENT","Star Cement Limited","7(2)","Komal Chamaria","Promoter Group","Equity Shares","512000","0.12",,"1000000","0","Buy","Equity Shares","1512000","0.37","29-Aug-2020","29-Aug-2020","01-Sep-2020","Gift","-","-","0","0","0","0","NA","-","03-Sep-2020 17:59","https://archives.nseindia.com/corporate/xbrl/IT_1078284_313462_03092020055901_WEB.xml"
"STARCEMENT","Star Cement Limited","7(2)","Sneha Chamaria","Promoter Group","Equity Shares","500000","0.12",,"500000","0","Buy","Equity Shares","1000000","0.24","01-Sep-2020","01-Sep-2020","01-Sep-2020","Gift","-","-","0","0","0","0","NA","-","03-Sep-2020 17:59","https://archives.nseindia.com/corporate/xbrl/IT_1078284_313462_03092020055901_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","APURVA MEHTA","Employees/Designated Employees","Equity Shares","39100","0.01",,"3000","571500","Pledge Revoke","Equity Shares","39100","0.01","02-Sep-2020","02-Sep-2020","03-Sep-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","03-Sep-2020 17:58","https://archives.nseindia.com/corporate/xbrl/IT_1078283_313460_03092020055803_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","APURVA MEHTA","Employees/Designated Employees","Equity Shares","39100","0.01",,"3000","571500","Sell","Equity Shares","36100","0.01","02-Sep-2020","02-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 17:58","https://archives.nseindia.com/corporate/xbrl/IT_1078283_313460_03092020055803_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","Mohammed Shoukath","Employees/Designated Employees","Equity Shares","28340","0",,"28340","5497960","Sell","Equity Shares","Nil","0","31-Aug-2020","31-Aug-2020","01-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 17:58","https://archives.nseindia.com/corporate/xbrl/IT_1078283_313460_03092020055803_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","SURENDRA KUMAR SIHAG","Employees/Designated Employees","Equity Shares","28960","0.04",,"5000","1640000","Buy","Equity Shares","33960","0.04","31-Aug-2020","31-Aug-2020","02-Sep-2020","ESOP","-","-","0","0","0","0","NA","-","03-Sep-2020 17:36","https://archives.nseindia.com/corporate/xbrl/IT_1078279_313435_03092020053617_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","RAJEEV SINHA","Employees/Designated Employees","Equity Shares","11000","0.01",,"4921","1614088","Buy","Equity Shares","15921","0.02","31-Aug-2020","31-Aug-2020","02-Sep-2020","ESOP","-","-","0","0","0","0","NA","-","03-Sep-2020 17:36","https://archives.nseindia.com/corporate/xbrl/IT_1078279_313435_03092020053617_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Praveen Bhatt","Other","Equity Shares","27100","0",,"2500","1119650","Sell","Equity Shares","24600","0","11-Aug-2020","26-Aug-2020","27-Aug-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 17:29","https://archives.nseindia.com/corporate/xbrl/IT_1078277_313429_03092020052918_WEB.xml"
"JINDALSTEL","Jindal Steel & Power Limited","7(2)","Glebe Trading Private Limited","Promoter Group","Equity Shares","16246108","1.59",,"140000","28728000","Pledge Revoke","Equity Shares","16246108","1.59","31-Aug-2020","31-Aug-2020","01-Sep-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","03-Sep-2020 17:23","https://archives.nseindia.com/corporate/xbrl/IT_1078275_313425_03092020052356_WEB.xml"
"JINDALSTEL","Jindal Steel & Power Limited","7(2)","Danta Enterprises Private Ltd","Promoter Group","Equity Shares","62238816","6.1",,"1260000","258552000","Pledge Revoke","Equity Shares","62238816","6.1","31-Aug-2020","31-Aug-2020","01-Sep-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","03-Sep-2020 17:23","https://archives.nseindia.com/corporate/xbrl/IT_1078275_313425_03092020052356_WEB.xml"
"PRECOT","Precot Meridian Limited","7(2)","ASHWIN CHANDRAN","Promoters","Equity Shares","2307987","19.23",,"5199","150394","Buy","Equity Shares","2313186","19.28","02-Sep-2020","02-Sep-2020","03-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","03-Sep-2020 17:19","https://archives.nseindia.com/corporate/xbrl/IT_1078273_313422_03092020051930_WEB.xml"
"AJANTPHARM","Ajanta Pharma Limited","7(2)","Aayush M Agrawal, trustee Aayush Agrawal Trust","Promoters","Equity Shares","12540389","14.37",,"15000","22256250","Pledge","Equity Shares","12540389","14.37","02-Sep-2020","02-Sep-2020","03-Sep-2020","Pledge Creation","-","-","0","0","0","0","NA","-","03-Sep-2020 17:17","https://archives.nseindia.com/corporate/xbrl/IT_1078272_313419_03092020051756_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","P S Raju","Promoter Group","Equity Shares","66634","0.15",,"4800","504000","Buy","Equity Shares","71434","0.16","03-Sep-2020","03-Sep-2020","03-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","03-Sep-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1078269_313416_03092020051004_WEB.xml"
"BLBLIMITED","BLB Limited","7(2)","Brij Rattan Bagri","Promoters","Equity Shares","32926463","62.28",,"28340","173976","Buy","Equity Shares","32954803","62.33","02-Sep-2020","02-Sep-2020","03-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","03-Sep-2020 16:59","https://archives.nseindia.com/corporate/xbrl/IT_1078267_313409_03092020045930_WEB.xml"
"USHAMART","Usha Martin Limited","7(2)","Neutral Publishing House Limited","Promoter Group","Equity Shares","8353096","2.74",,"393492","10961767","Buy","Equity Shares","8746588","2.87","31-Aug-2020","31-Aug-2020","01-Sep-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","03-Sep-2020 16:46","https://archives.nseindia.com/corporate/xbrl/IT_1078265_313402_03092020044642_WEB.xml"
"TCNSBRANDS","TCNS Clothing Co. Limited","7(2)","ARINDAM CHAKRAVORTY","Employees/Designated Employees","Equity Shares","82200","0.13",,"2200","890299","Sell","Equity Shares","80000","0.13","02-Sep-2020","02-Sep-2020","03-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","03-Sep-2020 16:29","https://archives.nseindia.com/corporate/xbrl/IT_1078263_313397_03092020042900_WEB.xml"
"JAMNAAUTO","Jamna Auto Industries Limited","7(2)","Map Auto Limited","Promoters","Equity Shares","134445154","33.72",,"64867","2578313","Buy","Equity Shares","134510021","33.74","01-Sep-2020","01-Sep-2020","02-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","03-Sep-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1078262_313395_03092020042502_WEB.xml"
"COSMOFILMS","Cosmo Films Limited","7(2)","Kapil Anand","Employees/Designated Employees","Equity Shares","7001","0.04",,"7000","2776350","Sell","Equity Shares","1","0","02-Sep-2020","02-Sep-2020","03-Sep-2020","ESOP","-","-","0","0","0","0","NA","-","03-Sep-2020 16:12","https://archives.nseindia.com/corporate/xbrl/IT_1078259_313388_03092020041255_WEB.xml"
"THANGAMAYL","Thangamayil Jewellery Limited","7(2)","B RAJESHKANNA","Promoter Group","Equity Shares","21480","0.16",,"5120","2080627","Buy","Equity Shares","26600","0.19","28-Aug-2020","31-Aug-2020","03-Sep-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","03-Sep-2020 16:07","https://archives.nseindia.com/corporate/xbrl/IT_1078257_313382_03092020040726_WEB.xml"
