"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"TECHM","Tech Mahindra Limited","7(2)","KSHITIJ KUMAR","Employees/Designated Employees","Equity Shares","500","0",,"500","411087","Sell","Equity Shares","Nil","0","21-Sep-2020","21-Sep-2020","21-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 19:27","https://archives.nseindia.com/corporate/xbrl/IT_1080029_320346_21092020072749_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Vipin Kumar Gudwani","Employees/Designated Employees","Equity Shares","12000","0",,"4000","3209856","Sell","Equity Shares","8000","0","17-Sep-2020","17-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 19:27","https://archives.nseindia.com/corporate/xbrl/IT_1080029_320346_21092020072749_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","SHIVANAND  RAJA","Employees/Designated Employees","Equity Shares","49413","0",,"500","403470","Sell","Equity Shares","48913","0","18-Sep-2020","18-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 19:27","https://archives.nseindia.com/corporate/xbrl/IT_1080029_320346_21092020072749_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","SHIVANAND  RAJA","Employees/Designated Employees","Equity Shares","49513","0",,"100","80750","Sell","Equity Shares","49413","0","17-Sep-2020","17-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 19:27","https://archives.nseindia.com/corporate/xbrl/IT_1080029_320346_21092020072749_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Ved Prakash Nirbhya","Employees/Designated Employees","Equity Shares","18697","0",,"200","161000","Sell","Equity Shares","18497","0","18-Sep-2020","18-Sep-2020","19-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 19:27","https://archives.nseindia.com/corporate/xbrl/IT_1080029_320346_21092020072749_WEB.xml"
"HFCL","HFCL Limited","7(2)","MN VENTURES PRIVATE LIMITED","Promoters","Equity Shares","245890000","19.14",,"2000000","29300000","Buy","Equity Shares","247890000","19.3","21-Sep-2020","21-Sep-2020","21-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","21-Sep-2020 19:27","https://archives.nseindia.com/corporate/xbrl/IT_1080028_320344_21092020072729_WEB.xml"
"HDFCAMC","HDFC Asset Management Company Limited","7(2)","DIPALI SHETH","Employees/Designated Employees","Equity Shares","7822","0",,"2500","5649500","Pledge","Equity Shares","7822","0","17-Sep-2020","17-Sep-2020","18-Sep-2020","Pledge Creation","-","-","0","0","0","0","NA","-","21-Sep-2020 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1080025_320340_21092020072328_WEB.xml"
"HDFCAMC","HDFC Asset Management Company Limited","7(2)","KIRAN KAUSHIK","Employees/Designated Employees","Equity Shares","115922","0.05",,"1700","1137513","Buy","Equity Shares","117622","0.06","17-Sep-2020","17-Sep-2020","18-Sep-2020","ESOP","-","-","0","0","0","0","NA","-","21-Sep-2020 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1080025_320340_21092020072328_WEB.xml"
"HDFCAMC","HDFC Asset Management Company Limited","7(2)","G SRIKANTH","Employees/Designated Employees","Equity Shares","157172","0.07",,"42000","92862000","Pledge Revoke","Equity Shares","157172","0.07","18-Sep-2020","18-Sep-2020","18-Sep-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","21-Sep-2020 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1080025_320340_21092020072328_WEB.xml"
"HGS","Hinduja Global Solutions Limited","7(2)","Anthony Joseph","Employees/Designated Employees","Equity Shares","4950","0.02",,"1950","1466111","Sell","Equity Shares","3000","0.01","14-Sep-2020","17-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 19:05","https://archives.nseindia.com/corporate/xbrl/IT_1080022_320335_21092020070501_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Akila Krishnakumar","Promoter Group","Equity Shares","317960","0.19",,"65500","82715030","Sell","Equity Shares","252460","0.15","15-Sep-2020","17-Sep-2020","17-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 18:57","https://archives.nseindia.com/corporate/xbrl/IT_1080020_320329_21092020065739_WEB.xml"
"THEJO","Thejo Engineering Limited","7(2)","P. N. VINOD","Employees/Designated Employees","Equity Shares","2000","0.06",,"1000","1100000","Sell","Equity Shares","1000","0.03","17-Sep-2020","17-Sep-2020","19-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 18:50","https://archives.nseindia.com/corporate/xbrl/IT_1080019_320321_21092020065056_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Siddarth Krishna Kumar","Promoter Group","Equity Shares","207524","0.13",,"12500","15686900","Sell","Equity Shares","195024","0.12","15-Sep-2020","17-Sep-2020","17-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 18:39","https://archives.nseindia.com/corporate/xbrl/IT_1080017_320308_21092020063909_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Siddarth Krishna Kumar","Promoter Group","Equity Shares","195024","0.12",,"5905","7537733","Sell","Equity Shares","189119","0.11","17-Sep-2020","17-Sep-2020","17-Sep-2020","Market Sale","-","-","0","0","0","0","BSE","-","21-Sep-2020 18:39","https://archives.nseindia.com/corporate/xbrl/IT_1080017_320308_21092020063909_WEB.xml"
"PANACEABIO","Panacea Biotec Limited","7(2)","Sunanda Jain","Promoter Group","Equity Shares","6647300","10.85",,"715500","0","Buy","Equity Shares","7362800","12.02","15-Sep-2020","15-Sep-2020","17-Sep-2020","Gift","-","-","0","0","0","0","NA","-","21-Sep-2020 18:35","https://archives.nseindia.com/corporate/xbrl/IT_1080015_320274_21092020063526_WEB.xml"
"PANACEABIO","Panacea Biotec Limited","7(2)","Sumit Jain","Promoter Group","Equity Shares","358500","0.59",,"358500","0","Sell","Equity Shares","Nil","0","15-Sep-2020","15-Sep-2020","17-Sep-2020","Gift","-","-","0","0","0","0","NA","-","21-Sep-2020 18:35","https://archives.nseindia.com/corporate/xbrl/IT_1080015_320274_21092020063526_WEB.xml"
"PANACEABIO","Panacea Biotec Limited","7(2)","Ravinder Jain (HUF)","Promoter Group","Equity Shares","4135000","6.75",,"4135000","0","Sell","Equity Shares","Nil","0","17-Sep-2020","17-Sep-2020","21-Sep-2020","Gift","-","-","0","0","0","0","NA","-","21-Sep-2020 18:35","https://archives.nseindia.com/corporate/xbrl/IT_1080015_320274_21092020063526_WEB.xml"
"PANACEABIO","Panacea Biotec Limited","7(2)","Radhika Jain","Promoter Group","Equity Shares","357000","0.58",,"357000","0","Sell","Equity Shares","Nil","0","15-Sep-2020","15-Sep-2020","17-Sep-2020","Gift","-","-","0","0","0","0","NA","-","21-Sep-2020 18:35","https://archives.nseindia.com/corporate/xbrl/IT_1080015_320274_21092020063526_WEB.xml"
"PANACEABIO","Panacea Biotec Limited","7(2)","Sunanda Jain","Promoter Group","Equity Shares","7362800","12.02",,"4135000","0","Buy","Equity Shares","11497800","18.77","17-Sep-2020","17-Sep-2020","21-Sep-2020","Gift","-","-","0","0","0","0","NA","-","21-Sep-2020 18:35","https://archives.nseindia.com/corporate/xbrl/IT_1080015_320274_21092020063526_WEB.xml"
"LTI","Larsen & Toubro Infotech Limited","7(2)","MAKARAND GHANASHYAM DEOLALKAR","Employees/Designated Employees","Equity Shares","99371","0.06",,"1000","2770000","Sell","Equity Shares","98371","0.06","18-Sep-2020","18-Sep-2020","19-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 18:33","https://archives.nseindia.com/corporate/xbrl/IT_1080014_320271_21092020063353_WEB.xml"
"LTI","Larsen & Toubro Infotech Limited","7(2)","Ashok Kumar Sonthalia","Key Managerial Personnel","Equity Shares","14000","0.01",,"10000","10000","Buy","Equity Shares","24000","0.01","05-Sep-2020","05-Sep-2020","18-Sep-2020","ESOP","-","-","0","0","0","0","NA","-","21-Sep-2020 18:33","https://archives.nseindia.com/corporate/xbrl/IT_1080014_320271_21092020063353_WEB.xml"
"LTI","Larsen & Toubro Infotech Limited","7(2)","Ashok Kumar Sonthalia","Key Managerial Personnel","Equity Shares","24000","0.01",,"1000","2744520","Sell","Equity Shares","23000","0.01","17-Sep-2020","17-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 18:33","https://archives.nseindia.com/corporate/xbrl/IT_1080014_320271_21092020063353_WEB.xml"
"LTI","Larsen & Toubro Infotech Limited","7(2)","SARBAJIT DEB","Employees/Designated Employees","Equity Shares","13735","0.01",,"800","2185000","Sell","Equity Shares","12935","0.01","17-Sep-2020","17-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 18:33","https://archives.nseindia.com/corporate/xbrl/IT_1080014_320271_21092020063353_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Raghavendra Kulkarni","Employees/Designated Employees","Equity Shares","1200","0",,"300","1050000","Sell","Equity Shares","900","0","15-Sep-2020","15-Sep-2020","19-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 18:28","https://archives.nseindia.com/corporate/xbrl/IT_1080012_320268_21092020062834_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Krishnakumar N","Promoters","Equity Shares","3217789","1.95",,"170936","215146972","Sell","Equity Shares","3046853","1.85","15-Sep-2020","17-Sep-2020","17-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1080008_320264_21092020061452_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Krishnakumar N","Promoters","Equity Shares","3046853","1.85",,"9984","12560000","Sell","Equity Shares","3036869","1.84","16-Sep-2020","16-Sep-2020","17-Sep-2020","Market Sale","-","-","0","0","0","0","BSE","-","21-Sep-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1080008_320264_21092020061452_WEB.xml"
"SYNGENE","Syngene International Limited","7(2)","Mayank Verma","Employees/Designated Employees","Equity Shares","7600","0",,"50","28330","Buy","Equity Shares","7650","0","15-Sep-2020","15-Sep-2020","17-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","21-Sep-2020 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1080006_320259_21092020060048_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Madhusudhan K M","Employees/Designated Employees","Equity Shares","44589","0.03",,"4000","5009880","Sell","Equity Shares","40589","0.02","16-Sep-2020","16-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 17:46","https://archives.nseindia.com/corporate/xbrl/IT_1080004_320254_21092020054638_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Madhusudhan K M","Employees/Designated Employees","Equity Shares","36454","0.02",,"8135","81350","Buy","Equity Shares","44589","0.03","04-Aug-2020","04-Aug-2020","18-Sep-2020","ESOP","-","-","0","0","0","0","NA","-","21-Sep-2020 17:46","https://archives.nseindia.com/corporate/xbrl/IT_1080004_320254_21092020054638_WEB.xml"
"APLAPOLLO","APL Apollo Tubes Limited","7(2)","Amit Kapoor","Employees/Designated Employees","Equity Shares","1950","0.01",,"700","1898800","Sell","Equity Shares","1250","0.01","14-Sep-2020","15-Sep-2020","17-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1080003_320251_21092020054439_WEB.xml"
"APLAPOLLO","APL Apollo Tubes Limited","7(2)","Santanu  Guha","Employees/Designated Employees","Equity Shares","4000","0.02",,"500","1337000","Sell","Equity Shares","3500","0.02","14-Sep-2020","15-Sep-2020","17-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1080003_320251_21092020054439_WEB.xml"
"APLAPOLLO","APL Apollo Tubes Limited","7(2)","Shiv Kumar Bansal","Employees/Designated Employees","Equity Shares","36347","0.15",,"1000","2769940","Sell","Equity Shares","35347","0.15","14-Sep-2020","15-Sep-2020","17-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1080003_320251_21092020054439_WEB.xml"
"MEP","MEP Infrastructure Developers Limited","7(2)","Sudha D.Mhaiskar","Promoter Group","Equity Shares","20301767","11.07",,"450000","7132500","Pledge Revoke","Equity Shares","20301767","11.07","17-Sep-2020","17-Sep-2020","21-Sep-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","21-Sep-2020 17:41","https://archives.nseindia.com/corporate/xbrl/IT_1080002_320249_21092020054158_WEB.xml"
"SMSLIFE","SMS Lifesciences India Limited","7(2)","Pixalot Labs Private Limited","Promoter Group","Equity Shares","744","0.02",,"4326","2103000","Buy","Equity Shares","5070","0.17","14-Sep-2020","15-Sep-2020","17-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","21-Sep-2020 17:41","https://archives.nseindia.com/corporate/xbrl/IT_1080001_320246_21092020054144_WEB.xml"
"GENESYS","Genesys International Corporation Limited","7(2)","GANAPATHY VISHWANATHAN","Director","Equity Shares","1769262","5.68",,"46897","2756769","Buy","Equity Shares","1816159","5.83","16-Sep-2020","17-Sep-2020","18-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","21-Sep-2020 17:35","https://archives.nseindia.com/corporate/xbrl/IT_1079998_320241_21092020053525_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Vijay Nair","Employees/Designated Employees","Equity Shares","19449","0",,"3000","1956110","Sell","Equity Shares","16449","0","18-Sep-2020","18-Sep-2020","21-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1079995_320234_21092020052619_WEB.xml"
"MAZDA","Mazda Limited","7(2)","SORAB R. MODY","Promoters","Equity Shares","1327234","33.14",,"6000","2700721","Buy","Equity Shares","1333234","33.29","17-Sep-2020","18-Sep-2020","21-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","21-Sep-2020 17:04","https://archives.nseindia.com/corporate/xbrl/IT_1079991_320225_21092020050457_WEB.xml"
"CYIENT","Cyient Limited","7(2)","Ajay Aggarwal","Key Managerial Personnel","Equity Shares","45476","0.04",,"6000","2517060","Sell","Equity Shares","39476","0.03","16-Sep-2020","18-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 16:56","https://archives.nseindia.com/corporate/xbrl/IT_1079989_320220_21092020045603_WEB.xml"
"LUPIN","Lupin Limited","7(2)","Dr. Kamal K Sharma","Employees/Designated Employees","Equity Shares","114900","0.03",,"10000","11000000","Sell","Equity Shares","104900","0.02","18-Sep-2020","18-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 16:49","https://archives.nseindia.com/corporate/xbrl/IT_1079987_320217_21092020044937_WEB.xml"
"LUPIN","Lupin Limited","7(2)","Rajeev Sibal","Employees/Designated Employees","Equity Shares","9951","0",,"1000","1092280","Sell","Equity Shares","8951","0","18-Sep-2020","18-Sep-2020","21-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 16:49","https://archives.nseindia.com/corporate/xbrl/IT_1079987_320217_21092020044937_WEB.xml"
"SHALBY","Shalby Limited","7(2)","KAIRAV KIRIT SHAH","Promoter Group","Equity Shares","53306","0.05",,"3500","292659","Buy","Equity Shares","56806","0.05","18-Sep-2020","18-Sep-2020","19-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","21-Sep-2020 16:38","https://archives.nseindia.com/corporate/xbrl/IT_1079985_320214_21092020043817_WEB.xml"
"21STCENMGM","21st Century Management Services Limited","7(2)","SUNDAR IYER","Promoters","Equity Shares","4412580","42.02",,"57116","591000","Buy","Equity Shares","4469696","42.56","17-Sep-2020","17-Sep-2020","21-Sep-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","21-Sep-2020 16:35","https://archives.nseindia.com/corporate/xbrl/IT_1079984_320211_21092020043522_WEB.xml"
"LAURUSLABS","Laurus Labs Limited","7(2)","SAMPADA UTTAM KUMAR JOSHI","Immediate relative","Equity Shares","50","0",,"700","1043140","Buy","Equity Shares","750","0","14-Sep-2020","18-Sep-2020","21-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","21-Sep-2020 16:29","https://archives.nseindia.com/corporate/xbrl/IT_1079982_320208_21092020042946_WEB.xml"
"LAURUSLABS","Laurus Labs Limited","7(2)","SRINIVASA RAO  SURYADEVARA","Employees/Designated Employees","Equity Shares","60429","0.06",,"1500","2022144","Sell","Equity Shares","58929","0.05","16-Sep-2020","17-Sep-2020","21-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 16:29","https://archives.nseindia.com/corporate/xbrl/IT_1079982_320208_21092020042946_WEB.xml"
"DHANI","Dhani Services Limited","7(2)","Prasenjeet Mukherjee","Employees/Designated Employees","Equity Shares","827777","0.14",,"11000","2513636","Sell","Equity Shares","816777","0.14","14-Sep-2020","17-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1079980_320205_21092020042535_WEB.xml"
"DHANI","Dhani Services Limited","7(2)","Anil Mittal","Other","Equity Shares","39500","0.01",,"5000","1122450","Sell","Equity Shares","34500","0.01","16-Sep-2020","16-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","BSE","-","21-Sep-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1079980_320205_21092020042535_WEB.xml"
"DHANI","Dhani Services Limited","7(2)","Sandeep Arora","Employees/Designated Employees","Equity Shares","127953","0.02",,"4000","924600","Sell","Equity Shares","123953","0.02","17-Sep-2020","18-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1079980_320205_21092020042535_WEB.xml"
"DHANI","Dhani Services Limited","7(2)","Sachin Chaudhary","Employees/Designated Employees","Equity Shares","384076","0.07",,"41076","9197291","Sell","Equity Shares","343000","0.06","17-Sep-2020","18-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1079980_320205_21092020042535_WEB.xml"
"DHANI","Dhani Services Limited","7(2)","Niharika Bhardwaj","Employees/Designated Employees","Equity Shares","20000","0",,"12000","2704000","Sell","Equity Shares","8000","0","16-Sep-2020","17-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","BSE","-","21-Sep-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1079980_320205_21092020042535_WEB.xml"
"DHANI","Dhani Services Limited","7(2)","Amit Ajit Gandhi","Employees/Designated Employees","Equity Shares","198001","0.03",,"10000","2260000","Sell","Equity Shares","188001","0.03","17-Sep-2020","18-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1079980_320205_21092020042535_WEB.xml"
"ADANITRANS","Adani Transmission Limited","7(2)","Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust)","Promoter Group","Equity Shares","621197910","56.48",,"1600000","412700000","Pledge Revoke","Equity Shares","621197910","56.48","19-Sep-2020","19-Sep-2020","21-Sep-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","21-Sep-2020 16:20","https://archives.nseindia.com/corporate/xbrl/IT_1079979_320203_21092020042051_WEB.xml"
"APLAPOLLO","APL Apollo Tubes Limited","7(2)","C.K.Singh","Employees/Designated Employees","Equity Shares","3750","0.02",,"400","1125000","Sell","Equity Shares","3350","0.02","15-Sep-2020","15-Sep-2020","17-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 15:56","https://archives.nseindia.com/corporate/xbrl/IT_1079975_320190_21092020035616_WEB.xml"
"APLAPOLLO","APL Apollo Tubes Limited","7(2)","Arun Agarwal","Employees/Designated Employees","Equity Shares","26650","0.11",,"2000","5542000","Sell","Equity Shares","24650","0.1","15-Sep-2020","15-Sep-2020","17-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 15:56","https://archives.nseindia.com/corporate/xbrl/IT_1079975_320190_21092020035616_WEB.xml"
"MACPOWER","Macpower CNC Machines Limited","7(2)","PRITI JAGDISH MEHTA","Promoter Group","Equity Shares","70587","0.71",,"1064","102402","Buy","Equity Shares","71651","0.72","17-Sep-2020","17-Sep-2020","19-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","21-Sep-2020 15:36","https://archives.nseindia.com/corporate/xbrl/IT_1079973_320184_21092020033627_WEB.xml"
"PDMJEPAPER","Pudumjee Paper Products Limited","7(2)","AMJ Land Holdings Limited","Promoter Group","Equity Shares","1003717","1.06",,"38190","546205","Buy","Equity Shares","1041907","1.1","18-Sep-2020","18-Sep-2020","21-Sep-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","21-Sep-2020 15:23","https://archives.nseindia.com/corporate/xbrl/IT_1079971_320181_21092020032350_WEB.xml"
"ADANIENT","Adani Enterprises Limited","7(2)","Gautam S Adani / Rajesh S Adani (on behalf of S.B. Adani Family Trust)","Promoter Group","Equity Shares","621197910","56.48",,"7475000","2179300000","Pledge Revoke","Equity Shares","621197910","56.48","19-Sep-2020","19-Sep-2020","21-Sep-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","21-Sep-2020 15:18","https://archives.nseindia.com/corporate/xbrl/IT_1079969_320178_21092020031826_WEB.xml"
"DALMIASUG","Dalmia Bharat Sugar and Industries Limited","7(2)","Shri Brahma Creation Trust","Promoter Group","Equity Shares","327640","0.4",,"327630","0","Sell","Equity Shares","10","0","15-Sep-2020","15-Sep-2020","17-Sep-2020","Off Market","-","-","0","0","0","0","NA","-","21-Sep-2020 14:48","https://archives.nseindia.com/corporate/xbrl/IT_1079967_320163_21092020024826_WEB.xml"
"DALMIASUG","Dalmia Bharat Sugar and Industries Limited","7(2)","Y.H. Dalmia Parivar Trust","Promoter Group","Equity Shares","Nil","0",,"327630","0","Buy","Equity Shares","327630","0.4","15-Sep-2020","15-Sep-2020","17-Sep-2020","Off Market","-","-","0","0","0","0","NA","-","21-Sep-2020 14:48","https://archives.nseindia.com/corporate/xbrl/IT_1079967_320163_21092020024826_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","Anupama Patil","Promoters","Equity Shares","122330","0.04",,"1400000","140287243","Buy","Equity Shares","1522330","0.56","18-Sep-2020","18-Sep-2020","21-Sep-2020","Market Purchase","-","-","0","0","0","0","BSE","-","21-Sep-2020 14:46","https://archives.nseindia.com/corporate/xbrl/IT_1079966_320160_21092020024629_WEB.xml"
"BIOCON","Biocon Limited","7(2)","Hari Prasad V K","Employees/Designated Employees","Equity Shares","16500","0",,"1300","582894","Buy","Equity Shares","17800","0","18-Sep-2020","18-Sep-2020","18-Sep-2020","ESOP","-","-","0","0","0","0","NA","-","21-Sep-2020 14:14","https://archives.nseindia.com/corporate/xbrl/IT_1079963_320149_21092020021436_WEB.xml"
"NILKAMAL","Nilkamal Limited","7(2)","Natasha M. Parekh","Promoter Group","Equity Shares","5000","0.03",,"45000","0","Buy","Equity Shares","50000","0.33","17-Sep-2020","17-Sep-2020","18-Sep-2020","Gift","-","-","0","0","0","0","NA","-","21-Sep-2020 13:27","https://archives.nseindia.com/corporate/xbrl/IT_1079961_320143_21092020012753_WEB.xml"
"NILKAMAL","Nilkamal Limited","7(2)","Manish V. Parekh","Promoters","Equity Shares","1551563","10.4",,"45000","0","Sell","Equity Shares","1506563","10.1","17-Sep-2020","17-Sep-2020","18-Sep-2020","Gift","-","-","0","0","0","0","NA","-","21-Sep-2020 13:27","https://archives.nseindia.com/corporate/xbrl/IT_1079961_320143_21092020012753_WEB.xml"
"ARMANFIN","Arman Financial Services Limited","7(2)","HIMANI MANAKIWALA","Promoter Group","Equity Shares","25493","0.3",,"2354","1330393","Sell","Equity Shares","23139","0.27","18-Sep-2020","18-Sep-2020","20-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 13:25","https://archives.nseindia.com/corporate/xbrl/IT_1079960_320140_21092020012521_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Indiabulls Housing Finance Limited ? Employees Welfare Trust","Other","Equity Shares","8400000","1.82",,"3000000","557911132","Buy","Equity Shares","11400000","2.47","16-Sep-2020","18-Sep-2020","19-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","21-Sep-2020 13:20","https://archives.nseindia.com/corporate/xbrl/IT_1079958_320136_21092020012039_WEB.xml"
"AJANTPHARM","Ajanta Pharma Limited","7(2)","Mannalal B. Agrawal","Promoters","Equity Shares","Nil","0",,"170000","274227000","Buy","Equity Shares","170000","0.19","18-Sep-2020","18-Sep-2020","21-Sep-2020","Others","-","-","0","0","0","0","NA","-","21-Sep-2020 13:06","https://archives.nseindia.com/corporate/xbrl/IT_1079955_320132_21092020010643_WEB.xml"
"AJANTPHARM","Ajanta Pharma Limited","7(2)","Mannalal B. Agrawal, trustee Mannalal Agrawal Trust","Promoters","Equity Shares","170000","0.19",,"170000","274227000","Sell","Equity Shares","Nil","0","18-Sep-2020","18-Sep-2020","21-Sep-2020","Others","-","-","0","0","0","0","NA","-","21-Sep-2020 13:01","https://archives.nseindia.com/corporate/xbrl/IT_1079952_320128_21092020010111_WEB.xml"
"EPL","EPL Limited","7(2)","Epsilon Bidco Pte. Ltd.","Promoters","Equity Shares","236553956","74.99",,"72580090","18614932590","Sell","Equity Shares","163973866","51.98","18-Sep-2020","18-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","BSE","-","21-Sep-2020 12:55","https://archives.nseindia.com/corporate/xbrl/IT_1079950_320123_21092020125505_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","Bhawna Agarwal","Immediate relative","Equity Shares","123367","0.07",,"20000","1496710","Buy","Equity Shares","143367","0.08","09-Sep-2020","11-Sep-2020","17-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","21-Sep-2020 12:46","https://archives.nseindia.com/corporate/xbrl/IT_1079948_320119_21092020124617_WEB.xml"
